HS부호,한글품목명,영문품목명
7015909000,기타,Other
7016100000,유리로 만든 입방체와 그 밖의 유리 세공품(뒷면을 보강한지에 상관없으며 모자이크용이나 이와 유사한 장식용으로 한정한다),"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes"
7016901000,압축하거나 주형한 유리로 만든 포장(鋪裝)용 블록ㆍ슬래브ㆍ벽돌ㆍ스퀘어(square)ㆍ타일과 그 밖의 제품[망입(網入)한 것인지에 상관없으며 건축용이나 건설용으로 한정한다],"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, of a kind used for building or construction purposes"
70169090,기타,Other
7016909010,레드라이트(leaded light),Leaded lights
7016909020,스테인드글라스(stained glass),Stained glass
7016909090,기타,Other
7017100000,석영유리 또는 용융실리카로 만든 것,Of fused quartz or other fused silica
7017200000,선팽창계수가 섭씨 0도에서 300도의 범위 내에서 1켈빈온도당 백만분의 5 이하인 그 밖의 유리로 만든 것,Of other glass having a linear coefficient of expansion not exceeding 5 x 10-6 per Kelvin within a temperature range of 0℃ to 300℃
7017900000,기타,Other
7018101000,비드(bead),Beads
7018102000,모조 진주,Imitation pearls
7018103000,모조 귀석과 반귀석,Imitation precious and semi-precious stones
7018104000,모조 산호,Imitation coral
7018109000,기타,Other
7018200000,1밀리미터 이하인 유리로 만든 마이크로스피어(microsphere),Glass microspheres not exceeding 1 ㎜ in diameter
7018901000,유리안구(인체용은 제외한다),Glass eyes other than prosthetic articles
7018909000,기타,Other
7019110000,단연사(길이가 50밀리미터 이하인 것으로 한정한다),"Chopped strands, of a length of not more than 50 ㎜"
7019120000,로빙(roving),Rovings
7019130000,그 밖의 실[슬리버(sliver)로 한정한다],"Other yarn, slivers"
7019140000,기계적으로 접착한 매트,Mechanically bonded mats
7019150000,화학적으로 접착한 매트,Chemically bonded mats
7019190000,기타,Other
7019610000,촘촘하게 직조한 직물[로빙(roving)의 것],Closed woven fabrics of rovings
7019620000,그 밖의 촘촘한 직물[로빙(roving)의 것],Other closed fabrics of rovings
7019631000,폭이 30센티미터 이하인 것,Of a width not exceeding 30 ㎝
7019632000,"폭이 30센티미터 초과인 것(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Of a width exceeding 30 ㎝, plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex"
7019639000,기타,Other
7019641000,폭이 30센티미터 이하인 것,Of a width not exceeding 30 ㎝
7019642000,"폭이 30센티미터 초과인 것(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Of a width exceeding 30 ㎝, plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex"
7019649000,기타,Other
7019651000,로빙으로 짠 것,Of rovings
7019659000,기타,Other
7019661000,로빙으로 짠 것,Of rovings
7019662000,"기타(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Other (plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex)"
7019669000,기타,Other
7019692000,웹(web)ㆍ매트리스(mattress)ㆍ보드와 이와 유사한 부직포,"Webs, mattresses, boards and similar nonwoven products"
70196930,직조한 직물,Woven fabrics
7019693010,폭이 30센티미터 이하인 것,Of a width not exceeding 30 ㎝
7019693090,기타,Other
7019699000,기타,Other
7019710000,베일(얇은 시트),Veils (thin sheets)
7019720000,그 밖의 촘촘한 직물,Other closed fabrics
7019730000,그 밖의 성긴 직물,Other open fabrics
7019801000,글라스 울(glass wool),Glass wool
7019809000,기타,Other
7019900000,기타,Other
70200010,공업용,Industrial
702000101,석영유리 또는 용융실리카로 만든 것,Of fused quartz or fused silica
7020001011,반도체 웨이퍼(wafer) 제조용으로 확산로(擴散爐)와 산화로(酸化爐)에 삽입할 수 있도록 고안된 석영 리액터(reactor) 튜브와 홀더,Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for production of semiconductor wafers
7020001012,반도체 웨이퍼(wafer) 제조에 사용되는 노(爐)용 석영 도가니,Quartz crucibles for furnace of production of semiconductor wafers
7020001013,반도체 제조용으로서 석영제품(quartz ware) 제조에 사용되는 것,For the manufacture of quartz wares for semiconductor
7020001019,기타,Other
7020001090,기타,Other
7020009000,기타,Other
7101100000,천연진주,Natural pearls
7101210000,가공하지 않은 것,Unworked
7101220000,가공한 것,Worked
7102100000,선별하지 않은 것,unsorted
7102210000,원석(단순히 톱질한 것이나 쪼갠 것으로 한정한다),"Unworked or simply sawn, cleaved or bruted"
7102290000,기타,Other
7102310000,원석(단순히 톱질한 것이나 쪼갠 것으로 한정한다),"Unworked or simply sawn, cleaved or bruted"
7102390000,기타,Other
7103100000,"원석, 단순히 톱질한 것이나 거칠게 성형한 것",Unworked or simply sawn or roughly shaped
7103911000,공업용,Industrial
71039190,기타,Other
7103919010,루비,Rubies
7103919020,사파이어,Sapphires
7103919030,에메랄드,Emeralds
7103991000,공업용,Industrial
71039990,기타,Other
7103999010,오팔,Opal
7103999020,비취,Jade
7103999030,옥수(玉髓),Chalcedony
7103999040,수정,Rocky crystal
7103999090,기타 ,Other
7104100000,압전기용 석영,piezo-electric quartz
7104210000,다이아몬드,Diamonds
7104290000,기타,Other
7104911000,공업용,Industrial
7104919000,기타,Other
7104991000,인조수정(공업용으로 한정한다),"Artificial crystal, industrial"
71049990,기타,Other
7104999010,공업용,Industrial
7104999090,기타,Other
7105101000,천연의 것,Natural
7105102000,합성한 것,Synthetic
7105901000,석류석의 것,Of garnet
7105909000,기타,Other
7106100000,가루,Powder
7106911000,은의 함유량이 전 중량의 100분의 99.99 이상인 것,Containing by weight 99.99 % or more of silver
7106919000,기타 ,Other
7106921000,"막대(bar, rod)와 형재(形材)","Bars, rods and shapes"
7106922000,판ㆍ시트(sheet)ㆍ스트립(strip),"Plates, sheets and strips"
7106923000,선,Wire
7106929000,기타,Other
7107001000,"막대(bar, rod)와 형재(形材)","Bars, rods and shapes"
7107002000,판ㆍ시트(sheet)ㆍ스트립(strip),"Plates, sheets and strips"
7107003000,선,Wire
7107004000,관(管)과 중공(中空)봉,"Tubes, pipes and hollow bars"
7107009000,기타,Other
7108110000,가루,Powder
7108121000,럼프(lump)ㆍ빌릿(billet)ㆍ알갱이,"Lumps, billets and grains"
7108129000,기타,Other
71081310,선,Wire
7108131010,반도체 제조용,For use in manufacturing semiconductor
7108131090,기타,Other
71081390,기타,Other
7108139010,"막대(bar, rod)와 형재(形材)","Bars, rods and shapes"
7108139020,판ㆍ시트(sheet)ㆍ스트립(strip),"Plates, sheets and strips"
7108139090,기타,Other
7108200000,화폐용,Monetary
7109000000,금을 입힌 비금속(卑金屬)이나 은(반가공한 것보다 더 가공하지 않은 것으로 한정한다),"Base metals or silver, clad with gold, not further worked than semi-manufactured."
7110110000,가공하지 않은 것이나 가루 모양인 것,Unwrought or in powder form
7110190000,기타,Other
7110210000,가공하지 않은 것이나 가루 모양인 것,Unwrought or in powder form
7110290000,기타,Other
7110310000,가공하지 않은 것이나 가루 모양인 것,Unwrought or in powder form
7110390000,기타,Other
7110410000,가공하지 않은 것이나 가루 모양인 것,Unwrought or in powder form
7110490000,기타,Other
7111000000,백금을 입힌 비금속(卑金屬)ㆍ은ㆍ금(반가공한 것보다 더 가공하지 않은 것으로 한정한다),"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured."
7112300000,귀금속이나 귀금속 화합물을 포함하고 있는 회(灰),Ash containing precious metal or precious metal compounds
7112911000,잔재물의 것,Of residues
7112919000,기타,Other
7112921000,잔재물의 것,Of residues
7112929000,기타,Other
7112991000,잔재물의 것,Of residues
7112992000,플라스틱의 웨이스트(waste)ㆍ페어링(paring)ㆍ스크랩(scrap)의 것,"Of waste, paring and scrap of plastics"
7112999000,기타,Other
7113110000,은으로 만든 것(그 밖의 귀금속을 도금하거나 입힌 것인지에 상관없다),"Of silver, whether or not plated or clad with other precious metal"
7113191000,백금으로 만든 것,Of platinum
7113192000,금으로 만든 것,Of gold
7113199000,기타,Other
7113201000,백금을 입힌 것,Platinum-clad
7113202000,금을 입힌 것,Gold-clad
7113203000,은을 입힌 것,Silver-clad
7113209000,기타,Other
7114110000,은으로 만든 것(그 밖의 귀금속을 도금하거나 입힌 것인지에 상관없다),"Of silver, whether or not plated or clad with other precious metal"
7114191000,식탁용,For table
7114199000,기타,Other
7114200000,귀금속을 입힌 비금속(卑金屬)으로 만든 것,Of base metal clad with precious metal
7115100000,촉매제[백금으로 만든 와이어 클로스(wire cloth)나 그릴 모양인 것으로 한정한다],"Catalysts in the form of wire cloth or grill, of platinum"
71159010,공업용,Industrial
7115901010,백금 도가니,Platinum crucible
7115901090,기타,Other
71159090,기타,Other
7115909010,금으로 만든 것(금을 입힌 금속을 포함한다),"Of gold, including metals clad with gold"
7115909020,은으로 만든 것(은을 입힌 금속을 포함한다),"Of silver, including metals clad with silver"
7115909090,기타,Other
7116101000,천연진주로 만든 것,Of natural pearls
7116102000,양식진주로 만든 것,Of cultured pearls
7116201000,공업용,Industrial
71162090,기타,Other
7116209010,신변장식용,For personal adornment
7116209090,기타,Other
7117110000,커프링크(cuff-link)와 장식용 단추,Cuff-links and studs
7117191000,목걸이,Necklace
7117192000,팔찌,Bracelet
7117193000,귀걸이,Earring
7117194000,브로치,Brooch
7117195000,반지,Ring
7117196000,신변장식용 체인,Chains for personal adornment
7117199000,기타,Other
7117900000,기타,Other
7118100000,주화(금화는 제외한다)로서 법정통화가 아닌 것,"Coin (other than gold coin), not being legal tender"
7118901000,금화,Gold coin
7118902000,은화,Silver coin
7118909000,기타,Other
7201101000,주물용,For casting
7201102000,제강용,For steel manufacture
7201109000,기타,Other
7201200000,비합금선철(인의 함유량이 전 중량의 100분의 0.5를 초과하는 것으로 한정한다),Non-alloy pig iron containing by weight more than 0.5 % of phosphorus
7201500000,합금선철과 스피그라이즌(spiegeleisen),Alloy pig iron; spiegeleisen
7202110000,탄소의 함유량이 전 중량의 100분의 2를 초과하는 것,Containing by weight more than 2 % of carbon.
7202190000,기타,Other
7202210000,실리콘의 함유량이 100분의 55를 초과하는 것,Containing by weight more than 55 % of silicon
7202291000,마그네슘 함유량이 전 중량의 100분의 2 이상인 것,Containing by weight 2 % or more of magnesium
7202299000,기타,Other
7202300000,페로실리코망간(ferro-silico-manganese),Ferro-silico-manganese
7202410000,탄소의 함유량이 전 중량의 100분의 4를 초과하는 것,Containing by weight more than 4 % of carbon
7202490000,기타,Other
7202500000,페로실리코크로뮴(ferro-silico-chromium),Ferro-silico-chromium
7202600000,페로니켈(ferro-nickel),Ferro-nickel
7202700000,페로몰리브데늄(ferro-molybdenum),Ferro-molybdenum
7202800000,페로텅스텐(ferro-tungsten)과 페로실리코 텅스텐(ferro-silico-tungsten),Ferro-tungsten and ferro-silico-tungsten
7202910000,페로티타늄(ferrotitanium)과 페로실리코티타늄(ferro-silico-titanium),Ferro-titanium and ferro-silico-titanium
7202920000,페로바나듐(ferro-vanadium),Ferro-vanadium
7202930000,페로니오븀(ferro-niobium),Ferro-niobium
7202991000,인철(인의 함유량이 전 중량의 100분의 15 이상인 것으로 한정한다),"Ferro-phosphorus (iron phosphide),containing by weight 15 % or more of phosphorus"
7202999000,기타,Other
7203100000,철광석을 직접 환원하여 제조한 철제품,Ferrous products obtained by direct reduction of iron ore
7203900000,기타,Other
7204100000,주철의 웨이스트(waste)와 스크랩(scrap),Waste and scrap of cast iron
7204210000,스테인리스강의 것,Of stainless steel
7204290000,기타,Other
7204300000,주석을 도금한 철강의 웨이스트(waste)와 스크랩(scrap),Waste and scrap of tinned iron or steel
